instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weathersit_name,weekday_name,year_month
8638,2011-12-31,1,0,12,16,0,6,0,1,0.44,0.4394,0.51,0.3881,52,143,195,Musim Semi,Cerah,Sabtu,2011-12
8639,2011-12-31,1,0,12,17,0,6,0,1,0.42,0.4242,0.54,0.194,28,101,129,Musim Semi,Cerah,Sabtu,2011-12
8640,2011-12-31,1,0,12,18,0,6,0,1,0.42,0.4242,0.54,0.1343,13,80,93,Musim Semi,Cerah,Sabtu,2011-12
8641,2011-12-31,1,0,12,19,0,6,0,1,0.42,0.4242,0.54,0.2239,19,73,92,Musim Semi,Cerah,Sabtu,2011-12
8642,2011-12-31,1,0,12,20,0,6,0,1,0.42,0.4242,0.54,0.2239,8,63,71,Musim Semi,Cerah,Sabtu,2011-12
8643,2011-12-31,1,0,12,21,0,6,0,1,0.4,0.4091,0.58,0.194,2,50,52,Musim Semi,Cerah,Sabtu,2011-12
8644,2011-12-31,1,0,12,22,0,6,0,1,0.38,0.3939,0.62,0.1343,2,36,38,Musim Semi,Cerah,Sabtu,2011-12
8645,2011-12-31,1,0,12,23,0,6,0,1,0.36,0.3788,0.66,0.0,4,27,31,Musim Semi,Cerah,Sabtu,2011-12
8646,2012-01-01,1,1,1,0,0,0,0,1,0.36,0.3788,0.66,0.0,5,43,48,Musim Semi,Cerah,Minggu,2012-01
8647,2012-01-01,1,1,1,1,0,0,0,1,0.36,0.3485,0.66,0.1343,15,78,93,Musim Semi,Cerah,Minggu,2012-01
8648,2012-01-01,1,1,1,2,0,0,0,1,0.32,0.3485,0.76,0.0,16,59,75,Musim Semi,Cerah,Minggu,2012-01
8649,2012-01-01,1,1,1,3,0,0,0,1,0.3,0.3333,0.81,0.0,11,41,52,Musim Semi,Cerah,Minggu,2012-01
8650,2012-01-01,1,1,1,4,0,0,0,1,0.28,0.303,0.81,0.0896,0,8,8,Musim Semi,Cerah,Minggu,2012-01
8651,2012-01-01,1,1,1,5,0,0,0,1,0.28,0.2879,0.81,0.1045,0,5,5,Musim Semi,Cerah,Minggu,2012-01
8652,2012-01-01,1,1,1,6,0,0,0,1,0.26,0.2727,0.93,0.1343,1,1,2,Musim Semi,Cerah,Minggu,2012-01
8653,2012-01-01,1,1,1,7,0,0,0,1,0.26,0.2576,0.93,0.1642,1,6,7,Musim Semi,Cerah,Minggu,2012-01
8654,2012-01-01,1,1,1,8,0,0,0,1,0.26,0.2727,0.87,0.1045,4,10,14,Musim Semi,Cerah,Minggu,2012-01
8655,2012-01-01,1,1,1,9,0,0,0,1,0.26,0.2727,0.93,0.1045,13,27,40,Musim Semi,Cerah,Minggu,2012-01
8656,2012-01-01,1,1,1,10,0,0,0,1,0.3,0.3182,0.81,0.1045,18,52,70,Musim Semi,Cerah,Minggu,2012-01
8657,2012-01-01,1,1,1,11,0,0,0,1,0.34,0.3333,0.76,0.1343,40,98,138,Musim Semi,Cerah,Minggu,2012-01
8658,2012-01-01,1,1,1,12,0,0,0,1,0.4,0.4091,0.62,0.2836,58,143,201,Musim Semi,Cerah,Minggu,2012-01
8659,2012-01-01,1,1,1,13,0,0,0,1,0.42,0.4242,0.58,0.2836,82,141,223,Musim Semi,Cerah,Minggu,2012-01
8660,2012-01-01,1,1,1,14,0,0,0,1,0.44,0.4394,0.54,0.2985,120,147,267,Musim Semi,Cerah,Minggu,2012-01
8661,2012-01-01,1,1,1,15,0,0,0,1,0.46,0.4545,0.51,0.2985,101,164,265,Musim Semi,Cerah,Minggu,2012-01
8662,2012-01-01,1,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,68,147,215,Musim Semi,Berkabut,Minggu,2012-01
8663,2012-01-01,1,1,1,17,0,0,0,2,0.48,0.4697,0.48,0.1642,36,75,111,Musim Semi,Berkabut,Minggu,2012-01
8664,2012-01-01,1,1,1,18,0,0,0,3,0.46,0.4545,0.59,0.2537,25,81,106,Musim Semi,Hujan/Salju Ringan,Minggu,2012-01
8665,2012-01-01,1,1,1,19,0,0,0,3,0.42,0.4242,0.67,0.3881,20,85,105,Musim Semi,Hujan/Salju Ringan,Minggu,2012-01
8666,2012-01-01,1,1,1,20,0,0,0,2,0.44,0.4394,0.62,0.2985,25,58,83,Musim Semi,Berkabut,Minggu,2012-01
8667,2012-01-01,1,1,1,21,0,0,0,2,0.44,0.4394,0.67,0.2537,10,61,71,Musim Semi,Berkabut,Minggu,2012-01
8668,2012-01-01,1,1,1,22,0,0,0,1,0.46,0.4545,0.55,0.4179,13,53,66,Musim Semi,Cerah,Minggu,2012-01
8669,2012-01-01,1,1,1,23,0,0,0,1,0.44,0.4394,0.51,0.2985,4,25,29,Musim Semi,Cerah,Minggu,2012-01
8670,2012-01-02,1,1,1,0,1,1,0,1,0.4,0.4091,0.4,0.4627,8,31,39,Musim Semi,Cerah,Senin,2012-01
8671,2012-01-02,1,1,1,1,1,1,0,1,0.36,0.3333,0.43,0.4179,1,11,12,Musim Semi,Cerah,Senin,2012-01
8672,2012-01-02,1,1,1,2,1,1,0,1,0.36,0.3182,0.34,0.4478,1,6,7,Musim Semi,Cerah,Senin,2012-01
8673,2012-01-02,1,1,1,4,1,1,0,1,0.28,0.2576,0.45,0.3284,0,4,4,Musim Semi,Cerah,Senin,2012-01
8674,2012-01-02,1,1,1,5,1,1,0,1,0.28,0.2576,0.45,0.3284,1,3,4,Musim Semi,Cerah,Senin,2012-01
8675,2012-01-02,1,1,1,6,1,1,0,1,0.26,0.2273,0.41,0.3881,0,14,14,Musim Semi,Cerah,Senin,2012-01
8676,2012-01-02,1,1,1,7,1,1,0,1,0.24,0.2121,0.32,0.3881,0,16,16,Musim Semi,Cerah,Senin,2012-01
8677,2012-01-02,1,1,1,8,1,1,0,1,0.24,0.2273,0.35,0.2537,2,51,53,Musim Semi,Cerah,Senin,2012-01
8678,2012-01-02,1,1,1,9,1,1,0,1,0.24,0.2576,0.35,0.0,15,53,68,Musim Semi,Cerah,Senin,2012-01
8679,2012-01-02,1,1,1,10,1,1,0,1,0.26,0.2424,0.35,0.2836,20,89,109,Musim Semi,Cerah,Senin,2012-01
8680,2012-01-02,1,1,1,11,1,1,0,1,0.26,0.2121,0.35,0.4925,33,142,175,Musim Semi,Cerah,Senin,2012-01
8681,2012-01-02,1,1,1,12,1,1,0,1,0.28,0.2727,0.36,0.2537,41,161,202,Musim Semi,Cerah,Senin,2012-01
8682,2012-01-02,1,1,1,13,1,1,0,1,0.3,0.2727,0.36,0.2985,26,150,176,Musim Semi,Cerah,Senin,2012-01
8683,2012-01-02,1,1,1,14,1,1,0,1,0.3,0.2727,0.36,0.4179,10,141,151,Musim Semi,Cerah,Senin,2012-01
8684,2012-01-02,1,1,1,15,1,1,0,1,0.28,0.2424,0.38,0.4478,29,139,168,Musim Semi,Cerah,Senin,2012-01
8685,2012-01-02,1,1,1,16,1,1,0,1,0.26,0.2273,0.35,0.4179,10,144,154,Musim Semi,Cerah,Senin,2012-01
8686,2012-01-02,1,1,1,17,1,1,0,1,0.26,0.2273,0.35,0.3881,17,136,153,Musim Semi,Cerah,Senin,2012-01
8687,2012-01-02,1,1,1,18,1,1,0,1,0.26,0.2424,0.33,0.2537,13,113,126,Musim Semi,Cerah,Senin,2012-01
8688,2012-01-02,1,1,1,19,1,1,0,1,0.24,0.2273,0.38,0.2239,4,89,93,Musim Semi,Cerah,Senin,2012-01
8689,2012-01-02,1,1,1,20,1,1,0,1,0.24,0.2273,0.41,0.2239,5,83,88,Musim Semi,Cerah,Senin,2012-01
8690,2012-01-02,1,1,1,21,1,1,0,2,0.24,0.2121,0.41,0.3284,3,63,66,Musim Semi,Berkabut,Senin,2012-01
8691,2012-01-02,1,1,1,22,1,1,0,2,0.22,0.2121,0.44,0.2836,3,36,39,Musim Semi,Berkabut,Senin,2012-01
8692,2012-01-02,1,1,1,23,1,1,0,1,0.22,0.2121,0.44,0.2537,2,32,34,Musim Semi,Cerah,Senin,2012-01
8693,2012-01-03,1,1,1,0,0,2,1,1,0.2,0.197,0.51,0.2537,0,13,13,Musim Semi,Cerah,Selasa,2012-01
8694,2012-01-03,1,1,1,1,0,2,1,1,0.18,0.1818,0.55,0.2239,1,5,6,Musim Semi,Cerah,Selasa,2012-01
8695,2012-01-03,1,1,1,2,0,2,1,1,0.18,0.1667,0.51,0.2537,0,3,3,Musim Semi,Cerah,Selasa,2012-01
8696,2012-01-03,1,1,1,3,0,2,1,1,0.16,0.1364,0.55,0.2836,0,2,2,Musim Semi,Cerah,Selasa,2012-01
8697,2012-01-03,1,1,1,4,0,2,1,1,0.16,0.1515,0.55,0.2537,0,5,5,Musim Semi,Cerah,Selasa,2012-01
8698,2012-01-03,1,1,1,5,0,2,1,1,0.14,0.1364,0.54,0.194,0,12,12,Musim Semi,Cerah,Selasa,2012-01
8699,2012-01-03,1,1,1,6,0,2,1,1,0.14,0.1212,0.59,0.2836,4,81,85,Musim Semi,Cerah,Selasa,2012-01
8700,2012-01-03,1,1,1,7,0,2,1,1,0.14,0.1212,0.59,0.2537,2,168,170,Musim Semi,Cerah,Selasa,2012-01
8701,2012-01-03,1,1,1,8,0,2,1,1,0.16,0.1364,0.55,0.2836,5,349,354,Musim Semi,Cerah,Selasa,2012-01
8702,2012-01-03,1,1,1,9,0,2,1,1,0.16,0.1364,0.5,0.2836,8,145,153,Musim Semi,Cerah,Selasa,2012-01
8703,2012-01-03,1,1,1,10,0,2,1,1,0.16,0.1212,0.47,0.4627,5,55,60,Musim Semi,Cerah,Selasa,2012-01
8704,2012-01-03,1,1,1,11,0,2,1,1,0.18,0.1364,0.37,0.5224,12,63,75,Musim Semi,Cerah,Selasa,2012-01
8705,2012-01-03,1,1,1,12,0,2,1,1,0.18,0.1364,0.37,0.5224,4,70,74,Musim Semi,Cerah,Selasa,2012-01
8706,2012-01-03,1,1,1,13,0,2,1,1,0.18,0.1212,0.34,0.6567,5,68,73,Musim Semi,Cerah,Selasa,2012-01
8707,2012-01-03,1,1,1,14,0,2,1,1,0.16,0.1212,0.43,0.5224,7,72,79,Musim Semi,Cerah,Selasa,2012-01
8708,2012-01-03,1,1,1,15,0,2,1,1,0.16,0.1212,0.37,0.4179,9,68,77,Musim Semi,Cerah,Selasa,2012-01
8709,2012-01-03,1,1,1,16,0,2,1,1,0.14,0.0909,0.39,0.5821,7,129,136,Musim Semi,Cerah,Selasa,2012-01
8710,2012-01-03,1,1,1,17,0,2,1,1,0.14,0.1061,0.26,0.4627,4,241,245,Musim Semi,Cerah,Selasa,2012-01
8711,2012-01-03,1,1,1,18,0,2,1,1,0.14,0.0909,0.26,0.5224,10,214,224,Musim Semi,Cerah,Selasa,2012-01
8712,2012-01-03,1,1,1,19,0,2,1,1,0.12,0.0909,0.28,0.4179,4,152,156,Musim Semi,Cerah,Selasa,2012-01
8713,2012-01-03,1,1,1,20,0,2,1,1,0.12,0.1212,0.33,0.2537,0,115,115,Musim Semi,Cerah,Selasa,2012-01
8714,2012-01-03,1,1,1,21,0,2,1,1,0.1,0.1061,0.36,0.2239,2,66,68,Musim Semi,Cerah,Selasa,2012-01
8715,2012-01-03,1,1,1,22,0,2,1,1,0.1,0.1061,0.46,0.2537,0,33,33,Musim Semi,Cerah,Selasa,2012-01
8716,2012-01-03,1,1,1,23,0,2,1,1,0.1,0.0758,0.46,0.3881,0,18,18,Musim Semi,Cerah,Selasa,2012-01
8717,2012-01-04,1,1,1,0,0,3,1,1,0.08,0.0606,0.42,0.3284,0,9,9,Musim Semi,Cerah,Rabu,2012-01
8718,2012-01-04,1,1,1,1,0,3,1,1,0.04,0.0303,0.38,0.2985,0,3,3,Musim Semi,Cerah,Rabu,2012-01
8719,2012-01-04,1,1,1,2,0,3,1,1,0.02,0.0152,0.34,0.2836,0,1,1,Musim Semi,Cerah,Rabu,2012-01
8720,2012-01-04,1,1,1,3,0,3,1,1,0.02,0.0152,0.34,0.2836,0,1,1,Musim Semi,Cerah,Rabu,2012-01
8721,2012-01-04,1,1,1,4,0,3,1,1,0.02,0.0455,0.41,0.194,0,2,2,Musim Semi,Cerah,Rabu,2012-01
8722,2012-01-04,1,1,1,5,0,3,1,1,0.02,0.0455,0.41,0.194,0,14,14,Musim Semi,Cerah,Rabu,2012-01
8723,2012-01-04,1,1,1,6,0,3,1,1,0.02,0.0455,0.41,0.1642,0,59,59,Musim Semi,Cerah,Rabu,2012-01
8724,2012-01-04,1,1,1,7,0,3,1,1,0.02,0.0455,0.44,0.194,1,151,152,Musim Semi,Cerah,Rabu,2012-01
8725,2012-01-04,1,1,1,8,0,3,1,1,0.02,0.0606,0.44,0.1343,5,310,315,Musim Semi,Cerah,Rabu,2012-01
8726,2012-01-04,1,1,1,9,0,3,1,1,0.04,0.0606,0.45,0.1343,7,173,180,Musim Semi,Cerah,Rabu,2012-01
8727,2012-01-04,1,1,1,10,0,3,1,1,0.06,0.1061,0.45,0.0,7,57,64,Musim Semi,Cerah,Rabu,2012-01
8728,2012-01-04,1,1,1,11,0,3,1,2,0.08,0.1212,0.42,0.0896,6,40,46,Musim Semi,Berkabut,Rabu,2012-01
8729,2012-01-04,1,1,1,12,0,3,1,2,0.1,0.1061,0.46,0.194,9,75,84,Musim Semi,Berkabut,Rabu,2012-01
8730,2012-01-04,1,1,1,13,0,3,1,2,0.14,0.1212,0.43,0.2537,9,82,91,Musim Semi,Berkabut,Rabu,2012-01
8731,2012-01-04,1,1,1,14,0,3,1,2,0.14,0.1212,0.46,0.2537,6,69,75,Musim Semi,Berkabut,Rabu,2012-01
8732,2012-01-04,1,1,1,15,0,3,1,2,0.18,0.1515,0.37,0.3284,9,81,90,Musim Semi,Berkabut,Rabu,2012-01
8733,2012-01-04,1,1,1,16,0,3,1,2,0.18,0.1667,0.4,0.2836,8,123,131,Musim Semi,Berkabut,Rabu,2012-01
8734,2012-01-04,1,1,1,17,0,3,1,2,0.2,0.197,0.4,0.194,9,272,281,Musim Semi,Berkabut,Rabu,2012-01
8735,2012-01-04,1,1,1,18,0,3,1,2,0.2,0.2121,0.37,0.1343,9,280,289,Musim Semi,Berkabut,Rabu,2012-01
8736,2012-01-04,1,1,1,19,0,3,1,2,0.2,0.2273,0.4,0.1045,2,182,184,Musim Semi,Berkabut,Rabu,2012-01
8737,2012-01-04,1,1,1,20,0,3,1,2,0.2,0.197,0.4,0.194,2,121,123,Musim Semi,Berkabut,Rabu,2012-01
8738,2012-01-04,1,1,1,21,0,3,1,2,0.2,0.2576,0.44,0.0,2,88,90,Musim Semi,Berkabut,Rabu,2012-01
8739,2012-01-04,1,1,1,22,0,3,1,2,0.2,0.2273,0.47,0.0896,4,48,52,Musim Semi,Berkabut,Rabu,2012-01
8740,2012-01-04,1,1,1,23,0,3,1,2,0.2,0.2273,0.44,0.1045,0,32,32,Musim Semi,Berkabut,Rabu,2012-01
8741,2012-01-05,1,1,1,0,0,4,1,2,0.22,0.2273,0.47,0.194,1,13,14,Musim Semi,Berkabut,Kamis,2012-01
8742,2012-01-05,1,1,1,1,0,4,1,1,0.2,0.2273,0.51,0.0896,0,5,5,Musim Semi,Cerah,Kamis,2012-01
8743,2012-01-05,1,1,1,2,0,4,1,1,0.2,0.2273,0.51,0.0896,0,4,4,Musim Semi,Cerah,Kamis,2012-01
8744,2012-01-05,1,1,1,3,0,4,1,1,0.2,0.2576,0.61,0.0,0,4,4,Musim Semi,Cerah,Kamis,2012-01
8745,2012-01-05,1,1,1,4,0,4,1,2,0.2,0.2273,0.59,0.0896,0,5,5,Musim Semi,Berkabut,Kamis,2012-01
8746,2012-01-05,1,1,1,5,0,4,1,2,0.2,0.2273,0.59,0.0896,0,26,26,Musim Semi,Berkabut,Kamis,2012-01
8747,2012-01-05,1,1,1,6,0,4,1,2,0.2,0.2121,0.75,0.1343,0,78,78,Musim Semi,Berkabut,Kamis,2012-01
8748,2012-01-05,1,1,1,7,0,4,1,2,0.2,0.2273,0.69,0.0896,3,212,215,Musim Semi,Berkabut,Kamis,2012-01
8749,2012-01-05,1,1,1,8,0,4,1,2,0.2,0.2576,0.75,0.0,11,377,388,Musim Semi,Berkabut,Kamis,2012-01
8750,2012-01-05,1,1,1,9,0,4,1,2,0.22,0.2727,0.69,0.0,7,220,227,Musim Semi,Berkabut,Kamis,2012-01
8751,2012-01-05,1,1,1,10,0,4,1,2,0.24,0.2576,0.52,0.0896,5,81,86,Musim Semi,Berkabut,Kamis,2012-01
8752,2012-01-05,1,1,1,11,0,4,1,1,0.3,0.3333,0.49,0.0,6,78,84,Musim Semi,Cerah,Kamis,2012-01
8753,2012-01-05,1,1,1,12,0,4,1,1,0.3,0.2879,0.49,0.2537,6,114,120,Musim Semi,Cerah,Kamis,2012-01
8754,2012-01-05,1,1,1,13,0,4,1,1,0.34,0.303,0.42,0.2985,6,112,118,Musim Semi,Cerah,Kamis,2012-01
8755,2012-01-05,1,1,1,14,0,4,1,1,0.34,0.3182,0.39,0.2836,13,104,117,Musim Semi,Cerah,Kamis,2012-01
8756,2012-01-05,1,1,1,15,0,4,1,1,0.36,0.3333,0.34,0.2836,6,113,119,Musim Semi,Cerah,Kamis,2012-01
8757,2012-01-05,1,1,1,16,0,4,1,1,0.36,0.3333,0.34,0.2836,19,178,197,Musim Semi,Cerah,Kamis,2012-01
8758,2012-01-05,1,1,1,17,0,4,1,2,0.36,0.3485,0.34,0.194,19,393,412,Musim Semi,Berkabut,Kamis,2012-01
8759,2012-01-05,1,1,1,18,0,4,1,1,0.34,0.3333,0.36,0.1642,9,374,383,Musim Semi,Cerah,Kamis,2012-01
8760,2012-01-05,1,1,1,19,0,4,1,1,0.34,0.3485,0.34,0.0896,10,255,265,Musim Semi,Cerah,Kamis,2012-01
8761,2012-01-05,1,1,1,20,0,4,1,1,0.3,0.3333,0.49,0.0,5,172,177,Musim Semi,Cerah,Kamis,2012-01
8762,2012-01-05,1,1,1,21,0,4,1,1,0.26,0.2727,0.6,0.1343,9,88,97,Musim Semi,Cerah,Kamis,2012-01
8763,2012-01-05,1,1,1,22,0,4,1,1,0.26,0.2576,0.6,0.1642,1,70,71,Musim Semi,Cerah,Kamis,2012-01
8764,2012-01-05,1,1,1,23,0,4,1,1,0.24,0.2576,0.7,0.1045,4,56,60,Musim Semi,Cerah,Kamis,2012-01
8765,2012-01-06,1,1,1,0,0,5,1,1,0.22,0.2576,0.75,0.0896,1,24,25,Musim Semi,Cerah,Jumat,2012-01
8766,2012-01-06,1,1,1,1,0,5,1,1,0.22,0.2727,0.75,0.0,2,6,8,Musim Semi,Cerah,Jumat,2012-01
8767,2012-01-06,1,1,1,2,0,5,1,1,0.22,0.2273,0.69,0.1642,2,3,5,Musim Semi,Cerah,Jumat,2012-01
8768,2012-01-06,1,1,1,3,0,5,1,1,0.22,0.2424,0.69,0.1045,1,3,4,Musim Semi,Cerah,Jumat,2012-01
8769,2012-01-06,1,1,1,4,0,5,1,1,0.22,0.2273,0.69,0.1343,0,3,3,Musim Semi,Cerah,Jumat,2012-01
8770,2012-01-06,1,1,1,5,0,5,1,2,0.2,0.2121,0.8,0.1343,0,13,13,Musim Semi,Berkabut,Jumat,2012-01
8771,2012-01-06,1,1,1,6,0,5,1,2,0.22,0.2424,0.73,0.1045,1,69,70,Musim Semi,Berkabut,Jumat,2012-01
8772,2012-01-06,1,1,1,7,0,5,1,2,0.24,0.2879,0.65,0.0,4,201,205,Musim Semi,Berkabut,Jumat,2012-01
8773,2012-01-06,1,1,1,8,0,5,1,1,0.24,0.2424,0.7,0.1343,11,436,447,Musim Semi,Cerah,Jumat,2012-01
8774,2012-01-06,1,1,1,9,0,5,1,1,0.24,0.2424,0.7,0.1642,4,237,241,Musim Semi,Cerah,Jumat,2012-01
8775,2012-01-06,1,1,1,10,0,5,1,1,0.26,0.2576,0.65,0.194,14,102,116,Musim Semi,Cerah,Jumat,2012-01
8776,2012-01-06,1,1,1,11,0,5,1,1,0.3,0.303,0.56,0.1642,8,130,138,Musim Semi,Cerah,Jumat,2012-01
8777,2012-01-06,1,1,1,12,0,5,1,1,0.36,0.3333,0.5,0.2537,23,168,191,Musim Semi,Cerah,Jumat,2012-01
8778,2012-01-06,1,1,1,13,0,5,1,1,0.4,0.4091,0.43,0.2836,16,188,204,Musim Semi,Cerah,Jumat,2012-01
8779,2012-01-06,1,1,1,14,0,5,1,1,0.46,0.4545,0.36,0.194,26,152,178,Musim Semi,Cerah,Jumat,2012-01
8780,2012-01-06,1,1,1,15,0,5,1,1,0.52,0.5,0.27,0.2537,44,178,222,Musim Semi,Cerah,Jumat,2012-01
8781,2012-01-06,1,1,1,16,0,5,1,1,0.52,0.5,0.27,0.2836,35,259,294,Musim Semi,Cerah,Jumat,2012-01
8782,2012-01-06,1,1,1,17,0,5,1,1,0.46,0.4545,0.36,0.2239,20,456,476,Musim Semi,Cerah,Jumat,2012-01
8783,2012-01-06,1,1,1,18,0,5,1,1,0.5,0.4848,0.29,0.2537,28,391,419,Musim Semi,Cerah,Jumat,2012-01
8784,2012-01-06,1,1,1,19,0,5,1,1,0.46,0.4545,0.33,0.2836,11,261,272,Musim Semi,Cerah,Jumat,2012-01
8785,2012-01-06,1,1,1,20,0,5,1,1,0.42,0.4242,0.41,0.194,14,163,177,Musim Semi,Cerah,Jumat,2012-01
8786,2012-01-06,1,1,1,21,0,5,1,1,0.4,0.4091,0.43,0.2239,17,137,154,Musim Semi,Cerah,Jumat,2012-01
8787,2012-01-06,1,1,1,22,0,5,1,1,0.36,0.3485,0.5,0.194,12,123,135,Musim Semi,Cerah,Jumat,2012-01
8788,2012-01-06,1,1,1,23,0,5,1,1,0.36,0.3788,0.5,0.0,13,88,101,Musim Semi,Cerah,Jumat,2012-01
8789,2012-01-07,1,1,1,0,0,6,0,1,0.36,0.3485,0.5,0.1642,2,77,79,Musim Semi,Cerah,Sabtu,2012-01
8790,2012-01-07,1,1,1,1,0,6,0,1,0.38,0.3939,0.46,0.1642,6,56,62,Musim Semi,Cerah,Sabtu,2012-01
8791,2012-01-07,1,1,1,2,0,6,0,1,0.36,0.3636,0.5,0.1045,2,36,38,Musim Semi,Cerah,Sabtu,2012-01
8792,2012-01-07,1,1,1,3,0,6,0,1,0.32,0.3333,0.57,0.1045,1,19,20,Musim Semi,Cerah,Sabtu,2012-01
8793,2012-01-07,1,1,1,4,0,6,0,1,0.32,0.3333,0.57,0.0896,1,9,10,Musim Semi,Cerah,Sabtu,2012-01
8794,2012-01-07,1,1,1,5,0,6,0,1,0.26,0.2727,0.75,0.1045,2,7,9,Musim Semi,Cerah,Sabtu,2012-01
8795,2012-01-07,1,1,1,6,0,6,0,1,0.26,0.2727,0.75,0.1045,0,7,7,Musim Semi,Cerah,Sabtu,2012-01
8796,2012-01-07,1,1,1,7,0,6,0,1,0.22,0.2273,0.87,0.194,0,20,20,Musim Semi,Cerah,Sabtu,2012-01
8797,2012-01-07,1,1,1,8,0,6,0,1,0.24,0.2576,0.75,0.1045,0,64,64,Musim Semi,Cerah,Sabtu,2012-01
8798,2012-01-07,1,1,1,9,0,6,0,1,0.22,0.2273,0.8,0.1343,14,116,130,Musim Semi,Cerah,Sabtu,2012-01
8799,2012-01-07,1,1,1,10,0,6,0,1,0.28,0.303,0.75,0.0896,43,160,203,Musim Semi,Cerah,Sabtu,2012-01
8800,2012-01-07,1,1,1,11,0,6,0,1,0.34,0.3182,0.57,0.2239,74,250,324,Musim Semi,Cerah,Sabtu,2012-01
8801,2012-01-07,1,1,1,12,0,6,0,1,0.4,0.4091,0.43,0.2239,100,276,376,Musim Semi,Cerah,Sabtu,2012-01
8802,2012-01-07,1,1,1,13,0,6,0,1,0.44,0.4394,0.44,0.194,149,296,445,Musim Semi,Cerah,Sabtu,2012-01
8803,2012-01-07,1,1,1,14,0,6,0,1,0.5,0.4848,0.42,0.2836,156,356,512,Musim Semi,Cerah,Sabtu,2012-01
8804,2012-01-07,1,1,1,15,0,6,0,1,0.58,0.5455,0.37,0.2985,132,317,449,Musim Semi,Cerah,Sabtu,2012-01
8805,2012-01-07,1,1,1,16,0,6,0,2,0.56,0.5303,0.37,0.2836,133,268,401,Musim Semi,Berkabut,Sabtu,2012-01
8806,2012-01-07,1,1,1,17,0,6,0,2,0.54,0.5152,0.43,0.1343,87,235,322,Musim Semi,Berkabut,Sabtu,2012-01
8807,2012-01-07,1,1,1,18,0,6,0,1,0.54,0.5152,0.45,0.1343,49,248,297,Musim Semi,Cerah,Sabtu,2012-01
8808,2012-01-07,1,1,1,19,0,6,0,1,0.52,0.5,0.42,0.1045,44,171,215,Musim Semi,Cerah,Sabtu,2012-01
8809,2012-01-07,1,1,1,20,0,6,0,1,0.5,0.4848,0.39,0.2537,21,149,170,Musim Semi,Cerah,Sabtu,2012-01
8810,2012-01-07,1,1,1,21,0,6,0,1,0.44,0.4394,0.44,0.2239,22,118,140,Musim Semi,Cerah,Sabtu,2012-01
8811,2012-01-07,1,1,1,22,0,6,0,1,0.44,0.4394,0.38,0.2537,16,93,109,Musim Semi,Cerah,Sabtu,2012-01
8812,2012-01-07,1,1,1,23,0,6,0,1,0.42,0.4242,0.38,0.2239,16,103,119,Musim Semi,Cerah,Sabtu,2012-01
8813,2012-01-08,1,1,1,0,0,0,0,1,0.38,0.3939,0.4,0.2836,14,77,91,Musim Semi,Cerah,Minggu,2012-01
8814,2012-01-08,1,1,1,1,0,0,0,1,0.34,0.3333,0.42,0.194,10,62,72,Musim Semi,Cerah,Minggu,2012-01
8815,2012-01-08,1,1,1,2,0,0,0,1,0.36,0.3333,0.37,0.2836,10,57,67,Musim Semi,Cerah,Minggu,2012-01
8816,2012-01-08,1,1,1,3,0,0,0,1,0.34,0.3333,0.42,0.1343,6,26,32,Musim Semi,Cerah,Minggu,2012-01
8817,2012-01-08,1,1,1,4,0,0,0,1,0.32,0.303,0.49,0.2537,2,4,6,Musim Semi,Cerah,Minggu,2012-01
8818,2012-01-08,1,1,1,5,0,0,0,2,0.32,0.3333,0.49,0.1045,0,2,2,Musim Semi,Berkabut,Minggu,2012-01
8819,2012-01-08,1,1,1,6,0,0,0,2,0.3,0.3333,0.52,0.0,0,2,2,Musim Semi,Berkabut,Minggu,2012-01
8820,2012-01-08,1,1,1,7,0,0,0,2,0.3,0.3333,0.52,0.0,1,23,24,Musim Semi,Berkabut,Minggu,2012-01
8821,2012-01-08,1,1,1,8,0,0,0,1,0.3,0.303,0.52,0.1343,4,53,57,Musim Semi,Cerah,Minggu,2012-01
8822,2012-01-08,1,1,1,9,0,0,0,1,0.32,0.3333,0.53,0.1343,23,102,125,Musim Semi,Cerah,Minggu,2012-01
8823,2012-01-08,1,1,1,10,0,0,0,1,0.34,0.3333,0.49,0.1642,27,181,208,Musim Semi,Cerah,Minggu,2012-01
8824,2012-01-08,1,1,1,11,0,0,0,1,0.36,0.3485,0.46,0.2239,55,201,256,Musim Semi,Cerah,Minggu,2012-01
8825,2012-01-08,1,1,1,12,0,0,0,1,0.38,0.3939,0.43,0.2239,78,273,351,Musim Semi,Cerah,Minggu,2012-01
8826,2012-01-08,1,1,1,13,0,0,0,1,0.4,0.4091,0.37,0.2985,77,266,343,Musim Semi,Cerah,Minggu,2012-01
8827,2012-01-08,1,1,1,14,0,0,0,1,0.4,0.4091,0.4,0.194,75,253,328,Musim Semi,Cerah,Minggu,2012-01
8828,2012-01-08,1,1,1,15,0,0,0,1,0.4,0.4091,0.37,0.2836,89,241,330,Musim Semi,Cerah,Minggu,2012-01
8829,2012-01-08,1,1,1,16,0,0,0,1,0.4,0.4091,0.37,0.2985,58,256,314,Musim Semi,Cerah,Minggu,2012-01
8830,2012-01-08,1,1,1,17,0,0,0,1,0.38,0.3939,0.4,0.2239,22,197,219,Musim Semi,Cerah,Minggu,2012-01
